user_input,response
por que devo ir à Festival Literário SC?,"A Festival Literário Catarinense é fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o país. É uma experiência enriquecedora para qualquer amante da literatura! 🌟"
quais as atividades da Bienal Bahia?,"A Bienal do Livro Bahia costuma oferecer: bate-papos com autores, mesas de debate, lançamentos de livros, oficinas literárias e espaços para crianças. A programação completa é divulgada em www.bienaldolivrobahia.com.br próximo ao evento. 🎤"
o que tem na Flipoços?,"A Flipoços – Festa Literária de Poços de Caldas costuma oferecer: bate-papos com autores, mesas de debate, lançamentos de livros, oficinas literárias e espaços para crianças. A programação completa é divulgada em www.flipocos.com.br próximo ao evento. 🎤"
em que mês acontece a Bienal PE?,"A Bienal Internacional do Livro de Pernambuco geralmente acontece em outubro. Para as datas exatas desta edição, consulte www.bienaldolivrope.com.br. 📅"
quais autores já foram convidados para a Bienal PE?,"A Bienal Internacional do Livro de Pernambuco já recebeu como convidados nomes como Djamila Ribeiro e Ailton Krenak, entre outros autores. Os convidados de cada nova edição são anunciados em www.bienaldolivrope.com.br. ✍️"
quem foi homenageado na Feira do Livro POA?,"A Feira do Livro de Porto Alegre já prestou homenagem a grandes nomes da literatura, como Rubem Alves, Moacyr Scliar e Érico Veríssimo. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.feiradolivro.com.br. 🏆"
como fazer um bolo de chocolate?,"Receitas estão fora do meu alcance, mas se você quiser, posso indicar livros de culinária presentes nas feiras literárias! 📖"
onde exatamente fica a Bienal PE?,"O endereço da Bienal Internacional do Livro de Pernambuco é: Centro de Convenções de Pernambuco – Complexo Viário Via Expressa, s/n – Camaragibe (PE) – CEP 54768-000. Para informações de transporte e estacionamento, consulte www.bienaldolivrope.com.br. 🗺️"
a Flipoços é em qual cidade?,A Flipoços – Festa Literária de Poços de Caldas é realizada em Poços de Caldas (MG). Ótima oportunidade para conhecer a cidade também! 📍
tem entrada gratuita na Bienal do Livro SP?,"Os preços dos ingressos da Bienal Internacional do Livro de São Paulo variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivro.com.br. 🎟️"
qual o endereço da Festival Literário SC?,"O endereço da Festival Literário Catarinense é: Centro Integrado de Cultura – Av. Irineu Bornhausen, 5600 – Agronômica, Florianópolis (SC) – CEP 88034-100 (CIC Florianópolis). Para informações de transporte e estacionamento, consulte www.festivalliterariosc.com.br. 🗺️"
quais escritores já estiveram na Festa Literária POA?,"A Festa Literária de Porto Alegre já recebeu como convidados nomes como Ailton Krenak, Djamila Ribeiro e Milton Hatoum, entre outros autores brasileiros e internacionais. Os convidados de cada nova edição são anunciados em festaliterariaportaalegre.com.br. ✍️"
me conta sobre a FLIC – Festa Literária de Belo Horizonte,"A FLIC – Festa Literária de Belo Horizonte é um festival mineiro com forte identidade cultural, promovendo debates, oficinas e lançamentos de livros. Acesse www.flicbh.com.br para mais informações. 📚"
quais as atividades da Feira Unesp?,"A Feira do Livro da Unesp costuma oferecer: bate-papos com autores, mesas de debate, lançamentos de livros, oficinas literárias e espaços para crianças. A programação completa é divulgada em www.livraria.unesp.br próximo ao evento. 🎤"
qual o endereço da Flipoços?,"A Flipoços – Festa Literária de Poços de Caldas acontece em: Thermas Antonio Carlos – Av. Francisco Salles, 544 – Centro, Poços de Caldas (MG) – CEP 37701-366. Mais detalhes logísticos em www.flipocos.com.br. 🗺️"
qual a história da Feira do Livro POA?,"A Feira do Livro de Porto Alegre é a mais antiga feira literária do Brasil, realizada ao ar livre na icônica Praça da Alfândega desde 1955. Acesse www.feiradolivro.com.br para mais informações. 📚"
qual a programação da Feira Unesp?,"A Feira do Livro da Unesp costuma oferecer: bate-papos com autores, mesas de debate, lançamentos de livros, oficinas literárias e espaços para crianças. A programação completa é divulgada em www.livraria.unesp.br próximo ao evento. 🎤"
xau,Até logo! 📖 Espero ter ajudado. Continue participando das feiras literárias do Brasil!
precisa pagar para entrar na FLIP?,"Os preços dos ingressos da FLIP – Festa Literária Internacional de Paraty variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flip.org.br. 🎟️"
me explica o que é a Festival Literário SC,"A Festival Literário Catarinense é um dos principais festivais do Sul do Brasil, celebrando a literatura catarinense e nacional com debates, lançamentos e oficinas. Acesse www.festivalliterariosc.com.br para mais informações. 📚"
tem oficinas na Feira do Livro POA?,"A Feira do Livro de Porto Alegre costuma oferecer: bate-papos com autores, mesas de debate, lançamentos de livros, oficinas literárias e espaços para crianças. A programação completa é divulgada em www.feiradolivro.com.br próximo ao evento. 🎤"
quem já foi convidado para a Bienal Bahia?,"A Bienal do Livro Bahia já recebeu como convidados nomes como Djamila Ribeiro, Itamar Vieira Junior e Milton Hatoum, entre outros autores brasileiros e internacionais. Os convidados de cada nova edição são anunciados em www.bienaldolivrobahia.com.br. ✍️"
tem como me informar sobre a FLIP?,"Claro! A FLIP – Festa Literária Internacional de Paraty acontece em julho/agosto, em Paraty (RJ). Para mais detalhes, acesse www.flip.org.br. 📚"
me recomende uma feira para iniciantes em literatura,"Para quem está começando, a Bienal Internacional do Livro de São Paulo é excelente: tem uma enorme variedade de títulos, preços acessíveis e programação para todos os gostos. A Feira do Livro de Porto Alegre também é muito acolhedora! 💡"
oi,"Olá! 📚 Sou o ChatLitera, seu guia sobre feiras literárias brasileiras. Posso ajudar com datas, locais, programação, ingressos e muito mais. O que você quer saber?"
quais escritores foram homenageados pela FLOR?,"A FLOR – Feira Literária do Orgulho e Resistência já prestou homenagem a grandes nomes da literatura, como Cassandra Rios, João Silvério Trevisan e Caio Fernando Abreu. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.feiraflor.com.br. 🏆"
quanto custa o ingresso da Feira do Livro POA?,"Os preços dos ingressos da Feira do Livro de Porto Alegre variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.feiradolivro.com.br. 🎟️"
em que rua fica a Bienal PE?,"O endereço da Bienal Internacional do Livro de Pernambuco é: Centro de Convenções de Pernambuco – Complexo Viário Via Expressa, s/n – Camaragibe (PE) – CEP 54768-000. Para informações de transporte e estacionamento, consulte www.bienaldolivrope.com.br. 🗺️"
me diz autores que já foram na FLIC,"A FLIC – Festa Literária de Belo Horizonte já recebeu como convidados nomes como Itamar Vieira Junior, Ailton Krenak e Milton Hatoum, entre outros autores brasileiros e internacionais. Os convidados de cada nova edição são anunciados em www.flicbh.com.br. ✍️"
qual o melhor time de futebol do brasil?,Isso é muito controverso e foge do meu domínio! 😄 Mas posso dizer com certeza qual é o melhor evento literário para você visitar. O que acha?
em que rua fica a Festa Literária POA?,"O endereço da Festa Literária de Porto Alegre é: Usina do Gasômetro – Av. Presidente João Goulart, 551 – Centro Histórico, Porto Alegre (RS) – CEP 90010-310. Para informações de transporte e estacionamento, consulte festaliterariaportaalegre.com.br. 🗺️"
quem são os homenageados da FLOR?,"A FLOR – Feira Literária do Orgulho e Resistência já prestou homenagem a grandes nomes da literatura, como Cassandra Rios, João Silvério Trevisan e Caio Fernando Abreu. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.feiraflor.com.br. 🏆"
quais autores já foram convidados para a Feira do Livro POA?,"A Feira do Livro de Porto Alegre já recebeu como convidados nomes como Djamila Ribeiro e Milton Hatoum, entre outros autores. Os convidados de cada nova edição são anunciados em www.feiradolivro.com.br. ✍️"
onde acontece a Bienal PE?,A Bienal Internacional do Livro de Pernambuco é realizada em Recife (PE) – Centro de Convenções. Ótima oportunidade para conhecer a cidade também! 📍
quais eventos têm na Bienal do Livro SP?,"A Bienal Internacional do Livro de São Paulo costuma oferecer: bate-papos com autores, mesas de debate, lançamentos de livros, oficinas literárias e espaços para crianças. A programação completa é divulgada em www.bienaldolivro.com.br próximo ao evento. 🎤"
onde fica a FLIP?,A FLIP – Festa Literária Internacional de Paraty é realizada em Paraty (RJ). Ótima oportunidade para conhecer a cidade também! 📍
precisa pagar para entrar na Bienal PE?,"Os preços dos ingressos da Bienal Internacional do Livro de Pernambuco variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivrope.com.br. 🎟️"
qual o endereço da Bienal PE?,"A Bienal Internacional do Livro de Pernambuco acontece em: Centro de Convenções de Pernambuco – Complexo Viário Via Expressa, s/n – Camaragibe (PE) – CEP 54768-000. Mais detalhes logísticos em www.bienaldolivrope.com.br. 🗺️"
qual o endereço da Feira do Livro da Unesp?,"O endereço da Feira do Livro da Unesp é: Rua Quirino de Andrade, 215 – Centro, São Paulo (SP) – CEP 01049-010 (Editora Unesp / Livraria da Unesp). Para informações de transporte e estacionamento, consulte www.livraria.unesp.br. 🗺️"
o que é a Bienal do Livro do Rio?,"A Bienal do Rio de Janeiro é um dos eventos mais aguardados do Rio, com lançamentos exclusivos e encontros com grandes autores brasileiros e internacionais. Acontece em Rio de Janeiro (RJ) – Riocentro no mês de setembro. Acesse www.bienaldorio.com.br para mais informações. 📚"
quero saber tudo sobre a Bienal do Livro SP,"A Bienal Internacional do Livro de São Paulo é um dos maiores eventos literários da América Latina, reunindo editoras, autores e leitores do mundo inteiro. Ocorre em julho em São Paulo (SP) – Pavilhão do Anhembi. Mais informações em www.bienaldolivro.com.br."
vale a pena ir na FLIC?,"A FLIC – Festa Literária de Belo Horizonte é fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o país. É uma experiência enriquecedora para qualquer amante da literatura! 🌟"
onde fica a Bienal Bahia?,A Bienal do Livro Bahia é realizada em Salvador (BA) – Centro de Convenções. Ótima oportunidade para conhecer a cidade também! 📍
o que é a Festival Literário Catarinense?,"A Festival Literário Catarinense é um dos principais festivais do Sul do Brasil, celebrando a literatura catarinense e nacional com debates, lançamentos e oficinas. Acesse www.festivalliterariosc.com.br para mais informações. 📚"
quais escritores costumam ir à Festa Literária POA?,"A Festa Literária de Porto Alegre já recebeu como convidados nomes como Conceição Evaristo, Milton Hatoum e Ailton Krenak, entre outros autores brasileiros e internacionais. Os convidados de cada nova edição são anunciados em festaliterariaportaalegre.com.br. ✍️"
em que cidade é a Feira do Livro POA?,A Feira do Livro de Porto Alegre é realizada em Porto Alegre (RS) – Praça da Alfândega. Ótima oportunidade para conhecer a cidade também! 📍
qual o local exato da Bienal PE?,"O endereço da Bienal Internacional do Livro de Pernambuco é: Centro de Convenções de Pernambuco – Complexo Viário Via Expressa, s/n – Camaragibe (PE) – CEP 54768-000. Para informações de transporte e estacionamento, consulte www.bienaldolivrope.com.br. 🗺️"
